,gmap_id,name,address,latitude,longitude,category,avg_rating,num_of_reviews,state,relative_results,Service options,clasificacion,address_depurada,city,county
2610014,0x808528352bbc881f:0xf2e3cfefc40ebad4,Round Table Pizza,"Round Table Pizza, 1411 W Covell Blvd Suite 111, Davis, CA 95616",38.5624298,-121.7653611,"Pizza restaurant, Caterer, Chicken wings restaurant, Family restaurant, Italian restaurant, Pizza Takeout",4.0,28,None,"0x808529909380c32b:0xb52f0bc88f053a1c, 0x80852973796c76f3:0x94d685802d816550, 0x808529765ab3dc4f:0x2f1631799045b6b5, 0x8085297383f12ded:0xe297b7fd3bc1f0e4, 0x80852974fc7f404f:0x531a7c8703bc124d","Delivery, Takeout, Dine-in",Dining Venue,1411 W Covell Blvd Suite 111,Davis,Yolo
2610112,0x8084478a964a232d:0x4ccb784243d0ddef,My Friend Joe Coffee,"My Friend Joe Coffee, 1810 Mendocino Ave, Santa Rosa, CA 95401",38.457782,-122.7168581,"Coffee shop, Store",4.5,108,Closed ⋅ Opens 6:30AM Wed,"0x8084479ae3949859:0x40eea2a3779ca3c5, 0x808447fccdc1c285:0x61fbc29ca56dc4ac, 0x80843877f4627ea3:0xb8e49b5d5b9c4e74, 0x808447f594aded21:0xf0a3cefeed5bfd4e, 0x8084487638e7457d:0xc05956c32e2b5370","Outdoor seating, Delivery, Takeout",Café & Coffee,1810 Mendocino Ave,Santa Rosa,Sonoma
2610132,0x809ad6e32317c7db:0xadc5ce735dacf516,Domino's Pizza,"Domino's Pizza, 1500 W El Camino Ave Ste 9, Sacramento, CA 95833, United States",38.6121146,-121.4948326,"Pizza delivery, Meal delivery, Takeout restaurant, Pizza restaurant, Pizza takeaway",3.1,284,Open ⋅ Closes 12AM,"0x809ad7165d309183:0x5ccbfb5c7ba39f1d, 0x809ad6fb3b363d77:0xfd4b858489b6835b, 0x809ad6e3234642c5:0x7b49dbe8abae98fe, 0x809ad68bb569f6d1:0x433ac5c87c85ee30, 0x809ad73dbbfe5ef1:0x840e2979936bf736","Curbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in",Dining Venue,1500 W El Camino Ave Ste 9,Sacramento,Sacramento
2610143,0x8084555443f86131:0xc5ee78b373313dc,Bistro Jeanty,"Bistro Jeanty, 6510 Washington St, Yountville, CA 94599, United States",38.4010552,-122.3597918,French restaurant,4.6,1118,Closed ⋅ Opens 11:30AM Thu,"0x808455514dfd43cf:0x95d3ab247d1133e7, 0x808506692b9a9409:0xd99f59aef9acc58, 0x8084555aceb978bd:0x20d0e67cf693b941, 0x808455515652d97b:0x72fa30e2a3e4f54f","Outdoor seating, Takeaway, Dine-in, Delivery",Dining Venue,6510 Washington St,Yountville,Napa
2610179,0x80dce86647c63e65:0x3714bd5d0e8413dd,Taco Bell,"Taco Bell, 23651 Rockfield Blvd, Lake Forest, CA 92630, United States",33.6305794,-117.7173447,"Fast food restaurant, Breakfast restaurant, Burrito restaurant, Lunch restaurant, Takeout restaurant, Mexican restaurant, Restaurant, Taco restaurant, Tex-Mex restaurant, Vegetarian restaurant",4.0,493,Open ⋅ Closes 2AM,"0x80dce86552287869:0x99fdb6794cfcf8c3, 0x80dce86724a652d9:0xef928c44e2c0f55a, 0x80dce842d6084ba3:0x492f53beee72d8e8, 0x80dce8f179fcb781:0xe4df48e21cf87657, 0x80dce884b5caf20f:0xc7393e2ecccfa558","Delivery, Drive-through, Takeaway, Dine-in",Dining Venue,23651 Rockfield Blvd,Lake Forest,Orange
2610256,0x80952bcc4919436f:0x793e290f4ffa503f,Old Firehouse Pizzeria,"Old Firehouse Pizzeria, 1279 N West St, Tulare, CA 93274",36.2252778,-119.3672833,Pizza restaurant,4.0,68,Open ⋅ Closes 9:30PM,"0x80952b98bcbf9acd:0x46e676347b4e2055, 0x80952b9803f1943f:0xd784b58e5cc549ab, 0x80952b9db6f5a753:0xea2dc2b41ef110cd, 0x80952b8ead41fc7f:0xdc204875c6b3370, 0x80952b8c7f55ef55:0xa249ec970a354155",Takeout,Dining Venue,1279 N West St,Tulare,Tulare
2610258,0x80952bf247386ca5:0x886fad47b3b9ac52,Auntie Anne's,"Auntie Anne's, 1403 Retherford St, Tulare, CA 93274",36.2267181,-119.3339822,"Pretzel store, Bakery, Cafe, Restaurant",3.7,47,Open ⋅ Closes 8PM,"0x80952b8da1bf8ead:0xd958c97da1bab0ed, 0x80952b8b66ebc137:0x444690b9c45a7b0f, 0x80952b8ca28259c3:0x434a63560bea34ac, 0x80952b8cfe09d769:0x4564b3425409dc9b","Curbside pickup, Delivery, In-store pickup, In-store shopping",Dining Venue,1403 Retherford St,Tulare,Tulare
2610260,0x80952bf365fea465:0x21b1d90e35b883e4,Amigos,"Amigos, Leland Ave, Tulare, CA 93274",36.2292962,-119.3315243,Mexican restaurant,4.1,18,None,"0x80952b8c7f87c011:0x7555b5d005189d52, 0x809528bd2fd996e9:0x60d6533a2257e437, 0x80952b8a682d89f3:0x6c14893b9768b990, 0x80952b6dec20d853:0x88bbedb32a7b0227, 0x80952b9822c32391:0x2b5e1a8184fe076e",Delivery,Dining Venue,Leland Ave,Tulare,Tulare
2610386,0x80844a8a4497b9dd:0x87dad3f571677867,Oliver's Market - Cotati,"Oliver's Market - Cotati, 546 E Cotati Ave, Cotati, CA 94931, United States",38.3279747,-122.698369,"Gourmet grocery store, Bakery, Butcher shop, Cheese shop, Deli, Fresh food market, Grocery store, Produce market, Supermarket",4.6,1255,Open ⋅ Closes 10PM,"0x8085b6a76fae1133:0x8b7a6f1279d91962, 0x80844a0d5bcccb87:0x6287e79e9e0bf405, 0x8084487d4e0d2ca7:0xf0b653643c79eab4, 0x80844a0d02cb250d:0xbb4ce6a54d8b85ed, 0x8085b4d145ce2c69:0xab15c82c8dcc26b6","In-store pick-up, In-store shopping, Delivery",Bakery Shop,546 E Cotati Ave,Cotati,Sonoma
2610393,0x8084481f2058edfb:0xf528f5c811650609,Mi Lindo Michoacan,"Mi Lindo Michoacan, 1709 Santa Rosa Ave, Santa Rosa, CA 95407",38.4220756,-122.7143654,Mexican restaurant,3.8,17,Open ⋅ Closes 9PM,"0x8084482bf052b0d9:0x4851fc237a19f072, 0x808437f975a0c619:0x998dd4ac55b464cf, 0x8084378b3ef85439:0x7a921fe9735d799f, 0x808437f9857f4967:0xee078cdb7ed94718","Takeout, Delivery",Dining Venue,1709 Santa Rosa Ave,Santa Rosa,Sonoma
2610397,0x80843588fed19c55:0xeaed4339ca3a5967,Simmer Claw Bar,"Simmer Claw Bar, 595 Rohnert Park Expy, Rohnert Park, CA 94928",38.3474845,-122.7247009,Restaurant,4.6,76,Open ⋅ Closes 9PM,Sin resultados vinculados,"Outdoor seating, Takeout, Dine-in, Delivery",Dining Venue,595 Rohnert Park Expy,Rohnert Park,Sonoma
2610404,0x80844aff3f23f7b5:0x4781129521c825f8,Taco Bell,"Taco Bell, 1700 E Cotati Ave, Rohnert Park, CA 94928, United States",38.3357196,-122.6776883,"Fast food restaurant, Breakfast restaurant, Burrito restaurant, Lunch restaurant, Takeout restaurant, Mexican restaurant, Restaurant, Taco restaurant, Tex-Mex restaurant, Vegetarian restaurant",3.5,278,Open ⋅ Closes 2AM,"0x80844affd51e2459:0xea16b21e5681fd08, 0x80844a0c4c229a55:0x63ecf66c86b0fce8, 0x80844a0ce9715dc9:0x141d02628053efa1, 0x80844a736ffcafff:0x5a8b02ede43640fa, 0x80844a6528000a73:0x5163c063f189b579","Delivery, Drive-through, Takeaway, Dine-in",Dining Venue,1700 E Cotati Ave,Rohnert Park,Sonoma
2610405,0x80844aff4f1ef585:0x6c9799a496c37c46,Shangri-La Cafe & Grill,"Shangri-La Cafe & Grill, 1706 E Cotati Ave, Rohnert Park, CA 94928, United States",38.3353296,-122.6776588,"South Asian restaurant, Indian restaurant, Nepalese restaurant, Restaurant",4.7,198,Opens soon ⋅ 4:30PM,"0x808447ff3ebb3bc7:0xf0cd8f338f7de95c, 0x8085b41d4e6b2787:0x5a442d686e3899ac, 0x80843a0afc32dd6d:0x53a4702db00fe959, 0x808437ffdaaba49d:0x61bee111aa7f4241, 0x808447d912794555:0xd9080772110889dd","Outdoor seating, Curbside pickup, Takeaway, Dine-in, Delivery",Dining Venue,1706 E Cotati Ave,Rohnert Park,Sonoma
2610409,0x8085b16c047684fb:0xf39c03557a1e21bb,Extreme Pizza Petaluma,"Extreme Pizza Petaluma, 3100 Lakeville Hwy suite e, Petaluma, CA 94954, United States",38.2335293,-122.599542,"Pizza restaurant, Meal delivery",4.0,74,Open ⋅ Closes 9PM,"0x8085b16901e95173:0x6c915ace1e2ec587, 0x8085b1547f56ae17:0xa9a56c64593fee80, 0x8085b6a7d2ad6eb9:0x67cc955fd5463dff, 0x8085b3f741fe1a15:0xe556694e845b8115","Outdoor seating, No-contact delivery, Delivery, Takeaway",Dining Venue,3100 Lakeville Hwy suite e,Petaluma,Sonoma
2610422,0x40771e59f0513085:0x513683476a2005d8,Westfield Galleria at Roseville,"Westfield Galleria at Roseville, 1151 Galleria Blvd, Roseville, CA 95678, United States",38.7724756,-121.2699814,"Shopping mall, Clothing store, Department store, Fashion accessories store, Gift shop, Men's clothing store, Restaurant, Shoe store, Women's clothing store",4.5,9298,Open ⋅ Closes 8PM,"0x809b21d3b9ca90b9:0xe946282a6fd3d136, 0x809b21d91d1bb695:0x5ba845c2dc56fa1e, 0x809ada1e9abd092f:0xd71832b29969031e, 0x809b2226e356db95:0xf65861082ee76d3c, 0x809b21d0b6bce8d3:0xbbd149bb2b2693cd",Sin dato,Dining Venue,1151 Galleria Blvd,Roseville,Placer
2610429,0x809ad7c9deb234d3:0x8a530a7895fccfe4,Grocery Outlet,"Grocery Outlet, 1630 W El Camino Ave, Sacramento, CA 95833, United States",38.612316,-121.49955,"Grocery store, Fruit and vegetable store, Health food store, Natural goods store, Organic food store, Produce market",4.3,437,Open ⋅ Closes 9PM,"0x809ad7a778559999:0xc4e1d388694fc595, 0x809ad6e35bba58a3:0x1b4c1012066b03fd, 0x809ad7a417eebc8f:0xaa1c80d35783c192, 0x809b29e369061761:0x90d556be028d7afb, 0x809ad6499b6d6515:0xbd5a5454025aee5","In-store shopping, Delivery",Health Foods,1630 W El Camino Ave,Sacramento,Sacramento
2610432,0x809ad68bb569e1a9:0xc3d0b52b310a6ddc,Subway,"Subway, 2550 W El Camino Ave Suite 10 A, Sacramento, CA 95833, United States",38.6129899,-121.5185261,"Sandwich shop, Caterer, Fast food restaurant, Takeout restaurant, Restaurant",3.8,68,Open ⋅ Closes 8PM,"0x809ad68b03f00f53:0xf374e366314bfd51, 0x809ad6b1706a50e7:0x62d46f7afb2294c6, 0x809ad63877132983:0x119341169a657577, 0x809ad68a39d7137f:0xf27310c5389bcda6, 0x809ad68ae053aa3f:0x9168318a351e7e61","Curbside pickup, Delivery, Takeaway, Dine-in",Dining Venue,2550 W El Camino Ave Suite 10 A,Sacramento,Sacramento
2610522,0x80c28e287ff99d8d:0x75e672e6a2356ddb,Dome Pochana - Thai Family Restaurant,"Dome Pochana - Thai Family Restaurant, 13191 Gladstone Ave, Sylmar, CA 91342, United States",34.3103766,-118.4279243,"Thai restaurant, Asian restaurant",4.6,247,Open ⋅ Closes 9PM,"0x80c291007673a907:0x7798a5ac24c47194, 0x80c29129485156ff:0x61741f5ff93119b9, 0x80c29ab30e61e93f:0xb2d8583311c09c49, 0x80c2916cfe7952e9:0xd6bf48f71cfa080e, 0x80c29abdb6e95a75:0xb94734a4556d11fb","Takeaway, Dine-in",Dining Venue,13191 Gladstone Ave,Sylmar,Los Angeles
2610527,0x809b29fd3703ef37:0xf4f9f7ea7321c312,Denny's,"Denny's, 4441 E Commerce Way, Sacramento, CA 95834, United States",38.6530326,-121.5263139,"Diner, American restaurant, Breakfast restaurant",3.4,1098,Open ⋅ Closes 1AM,"0x809b29fc9094e09d:0x3bba29f33a6ba2ac, 0x809ad5d67280466d:0x6ee37c37ab19cb67, 0x809ad6237291aa83:0xb0d8c6a9bc7442ab, 0x809b29fccbef7131:0x259c17cb9a280b74","Curbside pickup, Delivery, Takeaway, Dine-in",Dining Venue,4441 E Commerce Way,Sacramento,Sacramento
2610536,0x809ad8915276b199:0x9f9a12b889c055fb,Lou's Drive-In,"Lou's Drive-In, 6229 Watt Ave, North Highlands, CA 95660, United States",38.6804872,-121.3832543,Restaurant,4.3,921,Open ⋅ Closes 9PM,"0x809ad8e8c96e554b:0xc7786beb23dc8946, 0x809ad932ce13292d:0x68946449ab17198e, 0x809ad89c4254d25f:0xcdfc60bd0c500799, 0x809ad8914fbd1af3:0x3d1b289385f1957f, 0x809ad8e92cc55de1:0x6efb833df1e3a004","Outdoor seating, Takeaway, Delivery",Dining Venue,6229 Watt Ave,North Highlands,Sacramento
2610620,0x808e328183a6c147:0xe1e6b43ec58b3ccc,Huong Que HQ Dining,"Huong Que HQ Dining, 3005 Silver Creek Rd STE 152, San Jose, CA 95121",37.3086032,-121.8134257,Vietnamese restaurant,4.3,47,Closed ⋅ Opens 10AM Wed,"0x808e328183a6c147:0xcbc7a1576a15deb3, 0x808e32bcf93f7485:0x103d1de14639aec0, 0x808e32f677da7d1b:0xdf0b9841b9b40ff1, 0x808e2d7e31b9b5c1:0xc9f1ed1a18e490c5, 0x808e32bd1c582b7b:0x9e82f253747f83c6","Delivery, Takeout",Dining Venue,3005 Silver Creek Rd STE 152,San Jose,Santa Clara
2610632,0x80903d4b73527a33:0x98a668f571c78543,Mariscos Los Altos,"Mariscos Los Altos, 108 E 11th St, Tracy, CA 95376",37.7392349,-121.4236831,Mexican restaurant,4.3,88,Open ⋅ Closes 9PM,"0x80903d17bfe8fd4b:0x4acb84661e593dea, 0x80903d574691fe79:0x5eaa1df02a6914a1, 0x80903d19ffe64de5:0x3d6dba4450595818, 0x809022ca3c7d8349:0x17b7d54f497f87da, 0x80903d3da0d37f4b:0xf95b2fb4415606b2","Takeout, Delivery",Dining Venue,108 E 11th St,Tracy,San Joaquin
2610643,0x80c288e90e8113bf:0x31465eb4408ce93c,Subway,"Subway, 18725 Vía Princessa, Canyon Country, CA 91351",34.405089,-118.4633015,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.5,38,Open ⋅ Closes 8PM,"0x80c288b85a0cf611:0x9638aa2647083af0, 0x80c288936321318d:0x6613c729f70fea9e, 0x80c288f172dc4f87:0x6497d21c316dbebd, 0x80c28713c504e603:0x98c28e4c489b67ad, 0x80c288eb2cd78fed:0xc880c61203029aca","Curbside pickup, Delivery, Takeout, Dine-in",Dining Venue,18725 Vía Princessa,Canyon Country,Los Angeles
2610769,0x80c2904ae706ca93:0x7553624f8bdd9402,El Pollo Campeon,"El Pollo Campeon, 1022 San Fernando Rd, San Fernando, CA 91340",34.2822371,-118.4411894,Mexican restaurant,4.1,38,Open ⋅ Closes 6PM,"0x80c291a633e4f989:0x13f16b2b58b221b4, 0x80c2904aec71ab3f:0x4a2e4dcb73702038, 0x80c2904a420d3c31:0x49d2ac0415f2c984, 0x80c291b554db0173:0x1f43f39fcd84eaeb","Takeout, Dine-in, Delivery",Dining Venue,1022 San Fernando Rd,San Fernando,Los Angeles
2610891,0x80deaadefc6abef7:0x4a64d785b6c70207,Crazee Burger,"Crazee Burger, 3993 30th St, San Diego, CA 92104, United States",32.7501753,-117.1299264,Hamburger restaurant,4.6,1558,Open ⋅ Closes 10PM,"0x80d954dd482b856b:0xe6437bdb40fc48ed, 0x80d9554791e4ca01:0xb9cfeb25aa98f4ac, 0x80d9536ce73059a3:0xe3803774f83e5914, 0x80deaa3a15978669:0xf75bffa6ec772e37, 0x80dc0058556d6483:0xc63269d1910bc67e","Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in",Dining Venue,3993 30th St,San Diego,San Diego
2610903,0x80d9456dbc086fa7:0xfcc5d2c32fc169c2,Pansang's Filipino Cuisine,"Pansang's Filipino Cuisine, 2260 Otay Lakes Rd #103, Chula Vista, CA 91915",32.646686,-116.9656921,Filipino restaurant,3.8,38,Open ⋅ Closes 8PM,"0x80d952271b564b01:0xb3a7bbc36380fbee, 0x80d94f8ee4d918e1:0xa946961e99f52cb6, 0x80d945993b95cb79:0x3b66851d09c6266e, 0x80d9523af7953a81:0xabcce3a21659db95, 0x80d95185b9b5ef8b:0xb4abad89d0b591d3","Takeout, Delivery",Dining Venue,2260 Otay Lakes Rd #103,Chula Vista,San Diego
2610976,0x80ea698b5631578f:0x19bd288d036e9684,Better Bowls,"Better Bowls, 1818 G St, Bakersfield, CA 93301",35.375865,-119.0221936,"Health food restaurant, Gluten-free restaurant, Vegan restaurant, Vegetarian restaurant",4.9,94,Open ⋅ Closes 6PM,"0x80ea698cb7509a29:0x913c1fa8bd6fa18c, 0x80ea43bf5b200bb9:0xeafa54905934a68c, 0x80ea6bbc47f8d7d1:0xb9c2294aff5c2e33, 0x80ea698b8b88469f:0xec6dd10c6afe2b83, 0x80ea43b92e92a2ed:0xea57dfe290cd46d9","Delivery, Takeout",Dining Venue,1818 G St,Bakersfield,Kern
2610982,0x80ea6a13e02c1d77:0xf5360420b7b8d254,Wienerschnitzel,"Wienerschnitzel, 2401 Brundage Ln, Bakersfield, CA 93304, United States",35.3538889,-119.0297222,"Fast food restaurant, Hot dog restaurant, Restaurant",4.2,460,Open ⋅ Closes 11PM,"0x80ea42069b5c9167:0x5e76744d783946ea, 0x80ea69e057eac35d:0xc632f64c84c8d547, 0x80ea698dcc95e97d:0x11d2c0d78ac7d3dd, 0x80ea6a6f4128c955:0xe693424b31e67e6b, 0x80ea69f8be48aeaf:0x2982c37f0f5c0f42","Outdoor seating, Delivery, Drive-through, Takeaway",Dining Venue,2401 Brundage Ln,Bakersfield,Kern
2610987,0x80ea4057d6e1deaf:0x520a4ad363b12e4d,Buffalo Wild Wings,"Buffalo Wild Wings, 5677 Gosford Rd, Bakersfield, CA 93313, United States",35.303701,-119.0929446,"Chicken wings restaurant, American restaurant, Bar & grill, Takeout restaurant, Restaurant, Sports bar",3.8,1518,Open ⋅ Closes 10PM,"0x80ea41c847383a83:0xfc211202172cc323, 0x80ea401a3f57510f:0x562eead780eae42, 0x80ea4272e19deb83:0xc4b9a730041d227e, 0x80ea41d8d99ff983:0xd6dcd882d8435efb, 0x80ea6a9209d80c11:0xd2d7d734f9d10e40","Outdoor seating, Curbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in",Dining Venue,5677 Gosford Rd,Bakersfield,Kern
2610994,0x80ea402de146368f:0xad452d02a209e431,El Taco Loco,"El Taco Loco, 4150 Stine Rd, Bakersfield, CA 93313, United States",35.3169132,-119.0563527,"Mexican restaurant, Latin American restaurant",3.9,783,Open 24 hours,"0x80ea402dbd701e27:0xb68157fd56919e8b, 0x80ea41dc389209c1:0x3c02e44261f0b29f, 0x80ea585538053093:0x233b9c7391f1f5a, 0x80ea6a7c0ab6dfcb:0x9cc3c5f305e2fce4, 0x80ea69ff06b870cf:0xb68b2f7a18da30fb","Outdoor seating, Delivery, Takeaway",Dining Venue,4150 Stine Rd,Bakersfield,Kern
2611119,0x80945c70b486bf27:0x331f6053096ff9cb,El Pollo Loco,"El Pollo Loco, 556 Shaw Ave, Clovis, CA 93612, United States",36.808247,-119.70233,"Mexican restaurant, Caterer, Chicken restaurant, Fast food restaurant",4.0,658,Open ⋅ Closes 10PM,"0x80945b89b1ca68fb:0xd5c69668f387cd11, 0x80945c5df5d2e287:0x90b814c7292e970f, 0x80945b66b1893e77:0xdb788b366a7c2f44, 0x80945c6768ca1de3:0xed371a631d79f123, 0x80945c7767aefa65:0xa3a6973637eeb326","Curbside pickup, No-contact delivery, Delivery, Takeaway",Dining Venue,556 Shaw Ave,Clovis,Fresno
2611250,0x80c32901696e0843:0x5d24d408a4b5323b,Misky Misky Cocina Peruana,"Misky Misky Cocina Peruana, 125 N Fairway Ln, West Covina, CA 91791, United States",34.073896,-117.873311,"Peruvian restaurant, Restaurant",4.5,1123,Open ⋅ Closes 9PM,"0x80c32904f8a09b17:0xf5c449fd0ca628b8, 0x80c32839ff61e2f3:0xff2f707717402ec6, 0x80c2d6608f8c5ac7:0x6bde8296566cbbdf","Outdoor seating, Takeaway, Dine-in, Delivery",Dining Venue,125 N Fairway Ln,West Covina,Los Angeles
2611327,0x808fb60cef67bfb1:0x9c31abaa1800343f,Subway,"Subway, 704 S Wolfe Rd, Sunnyvale, CA 94086",37.3664945,-122.0131411,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",4.3,81,Open ⋅ Closes 9PM,"0x808fb670634a1a75:0x68c40f23355afc5a, 0x808fb67a7ef93547:0x490948d189948b26, 0x808fb614f2c6e793:0xe45dd9cb8de66f32, 0x808fb68b4784d393:0x2f40421cb6f99eca, 0x808fb5eff959d749:0x4d5dce6de285b77","Delivery, Takeout, Dine-in",Dining Venue,704 S Wolfe Rd,Sunnyvale,Santa Clara
2611334,0x808e35fa6eea0ea9:0x483547a0c36e39c5,Campo Di Bocce of Los Gatos,"Campo Di Bocce of Los Gatos, 565 University Ave, Los Gatos, CA 95032, United States",37.2322702,-121.9779101,"Italian restaurant, Bar, Bocce ball court, Event venue",4.4,1098,Closed ⋅ Opens 4PM,"0x808e35ee0d56fc19:0x3168c2e2b1ea32ed, 0x808e35fb1efa7373:0x230ad2c2757d6c59, 0x808e35e4bd151bf3:0xc170990a78c1a596, 0x808e35fa9a65b5bb:0x65df2dd3ebd5eab8, 0x808e34de512186dd:0x1778a7caea9b17df","Outdoor seating, Curbside pickup, Delivery, Takeaway, Dine-in",Dining Venue,565 University Ave,Los Gatos,Santa Clara
2611356,0x80c2cb4fdbbba5d3:0x93cb980c890de5de,McDonald's,"McDonald's, 1733 Alameda St, Compton, CA 90220, United States",33.8775796,-118.2179828,"Fast food restaurant, Breakfast restaurant, Coffee shop, Hamburger restaurant, Restaurant, Sandwich shop",3.9,1288,Open ⋅ Closes 11PM,"0x80c2cb4ffa374a15:0xcfc4b2ac34351bdf, 0x80c2cb6ef02d9dd3:0x47bdd3dbba8b4c93, 0x80c2cb4fdfa6a26b:0x3907773d2df36bf5, 0x80c2cb4ffa374a15:0x3423d6adb0521228, 0x80c2cb6ee242b117:0xfa2e085fd9f699fb","Curbside pickup, No-contact delivery, Delivery, Drive-through, Takeaway",Dining Venue,1733 Alameda St,Compton,Los Angeles
2611539,0x80db51166884e4d9:0x707d18a98af5af0d,LOL Kids Club Yucaipa,"LOL Kids Club Yucaipa, 12013 5th St b, Yucaipa, CA 92399",34.0349842,-117.0555162,"Indoor playground, Children's amusement center, Event venue, Family restaurant",4.8,18,None,"0x80dcaa44ddc893cb:0x38dbe7ace6f2354f, 0x80c366e048249e89:0x49b7538edbd29cdf, 0x80dcb702a847e5b7:0x1e588ede61355ccb",Sin dato,Dining Venue,12013 5th St b,Yucaipa,San Bernardino
2611586,0x80945f61940ba507:0xed7bb95cba4a4d50,Tacolandia,"Tacolandia, 433 N Clovis Ave, Fresno, CA 93727",36.7493401,-119.7005738,Restaurant,2.9,104,None,"0x80945f9194151a09:0x3d5c7361fb3d2716, 0x80945fa2ade174a7:0xd58cec3a644a3aa6, 0x80945ef72b55e479:0x5b4bd0c38044080d, 0x80945df78a2b4945:0x1cadbecb95d7537a, 0x8094f57ee462799b:0x457d6e69df72047f","Outdoor seating, Takeout, Delivery",Dining Venue,433 N Clovis Ave,Fresno,Fresno
2611654,0x808f799c309ef259:0x54947b9f07d5aefc,Root,"Root, 744 El Camino Real, South San Francisco, CA 94080",37.6512076,-122.4306938,"Chinese restaurant, Restaurant",4.3,144,Open ⋅ Closes 9:30PM,"0x808f799be5ff7287:0x57eed053540e7457, 0x808f79bcb120e5bb:0xee9aece21b760cb8, 0x808f79a5875e5f89:0xcbdc6199a27204d","Delivery, Takeout",Dining Venue,744 El Camino Real,South San Francisco,San Mateo
2611675,0x80dcd1da7a9955e5:0x30c2822b9561f73b,Hummus Bean - Anaheim Hills,"Hummus Bean - Anaheim Hills, 5745 E Santa Ana Canyon Rd, Anaheim, CA 92807",33.8521089,-117.7884067,"Mediterranean restaurant, Greek restaurant, Lebanese restaurant, Middle Eastern restaurant, Restaurant",4.5,35,Open ⋅ Closes 9PM,"0x80dcd1b2deed498b:0x5d1068f9f0fe8897, 0x80dcd128438f413d:0x8ab1d682cdf971d6, 0x80dcd7afa051fd7b:0x51c0bfb31b99f34a, 0x80dcd9e75d64aebf:0x5d5d1f6aff6d0030","Outdoor seating, Delivery, Takeout, Dine-in",Dining Venue,5745 E Santa Ana Canyon Rd,Anaheim,Orange
2611732,0x80d9581e39a4a1ab:0x1315d5f044c0769,Hilltop Deli,"Hilltop Deli, 1870 Cordell Ct # 114, El Cajon, CA 92020",32.8215072,-116.982891,"Deli, Breakfast restaurant, Catering food and drink supplier, Sandwich shop",4.4,78,Closes soon ⋅ 2:30PM ⋅ Opens 7:30AM Wed,"0x80d9583871b5fa97:0x138ca26d3b378b87, 0x80d95836bf962719:0xc66f8f5cbd32fc54, 0x80d9582676e1de7d:0xbe9c59a9c8fe90, 0x80d9580b77bf0605:0x30c6da7eb760df80, 0x80d95bd7c2a30921:0x7e36b2baf155790","Curbside pickup, Delivery, In-store pickup, In-store shopping, Takeout, Dine-in, Same-day delivery",Dining Venue,1870 Cordell Ct # 114,El Cajon,San Diego
2611882,0x80852973796c76f3:0x94d685802d816550,Blaze Pizza,"Blaze Pizza, 212 F St, Davis, CA 95616, United States",38.543926,-121.73996,"Pizza restaurant, Family restaurant, Pizza takeaway",4.5,548,Open ⋅ Closes 9PM,"0x808529765ab3dc4f:0x2f1631799045b6b5, 0x80852974fc7f404f:0x531a7c8703bc124d, 0x8085299d2fc0408d:0x50317125c0aa784d, 0x8085297383f12ded:0xe297b7fd3bc1f0e4, 0x808529748d5198f3:0x5884b6dcc2adc837","Outdoor seating, Curbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in",Dining Venue,212 F St,Davis,Yolo
2611883,0x80dcef4d5eee74eb:0x3086dff1c878f69,Urban Plates,"Urban Plates, 26661 Aliso Creek Rd B, Aliso Viejo, CA 92656, United States",33.57698,-117.7253792,New American restaurant,4.5,618,Open ⋅ Closes 9PM,"0x80dcefd90fc571b9:0x5ee4e8e57ae61df9, 0x80dcef4d4560023d:0x2b4af9cf6da3016d, 0x80dcef4e36e076ad:0xe7afeb1d0a8b2401, 0x80dcef4d9b36bb1f:0xaa5e0e7c46154273, 0x80dcef4d99f796d9:0x6a5106fed5b01982","Curbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in",Dining Venue,26661 Aliso Creek Rd B,Aliso Viejo,Orange
2611884,0x80dcef380052ad0f:0xdd028b0550b9359d,Tony Pepperoni Pizzeria,"Tony Pepperoni Pizzeria, 27822 Aliso Creek Rd #100, Aliso Viejo, CA 92656, United States",33.5591168,-117.7241139,Pizza restaurant,4.5,462,Open ⋅ Closes 9PM,"0x80dcef51221343eb:0x574ed7f4144fac4f, 0x80dcef24e4bd2b87:0x94f9d39919f2381a, 0x80dceefcdc8500f7:0x1d050e55cd1835a4, 0x80dcefaada2d7a81:0x5a06735657a52af8, 0x80dce8df5d0da74f:0x42fdd6f6b8bdb2a7","Outdoor seating, No-contact delivery, Delivery, Takeaway, Dine-in",Dining Venue,27822 Aliso Creek Rd #100,Aliso Viejo,Orange
